MOTHERLODE_ID,PROJECT_ID,RESPONDENT_ID,METHOD_ID,METHOD_TYPE,PROJECT_NUMBER,CREATED_ON,PRACTICE,RESPONDENT_DATE,RESPONDENT_LANGUAGE,TEMPLATE_NUMBER_162048140,ENTITY_ID,SCAN_RESPONDENT_ID,AUTO_INCREMENT,CASEID,BATCH_ID,LANG1,Q1,Q2_DK,Q3,Q3_1,Q4,Q7,Q8,Q25,Q10,Q11,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q13J,Q13K,Q13L,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q17,Q18,Q9,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20A,Q20B,Q20C,Q20D,Q20E,Q20F,Q20G,Q20H,Q21,Q23A,Q23B,Q23C,Q23D,Q23E,Q23F,Q23G,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q26,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29,Q30A,Q30B,Q30C,Q30D,Q30E,Q30F,Q30G,Q30H,Q30I,Q31,Q32,Q33,Q34,Q35,Q36A,Q36B,Q36C,Q36D,Q36E,Q36F,Q36G,Q37A,Q37B,Q37C,Q37D,Q37E,Q38,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q39H,Q39I,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47,Q48,Q50,Q50_DNA,Q51,Q51_DNA,Q51A,Q52,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q57A,Q57B,Q57C,Q57D,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q61A,Q61B,Q61C,Q61D,Q62,Q63,Q64A,Q64B,Q64C,Q64D,Q65A,Q65B,Q66A,Q66B,Q66C,Q66D,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q69A,Q69B,Q69C,Q69D,Q70A,Q70B,Q70C,Q70D,Q71A,Q71B,Q71C,Q71D,Q71E,Q71F,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q73F,Q73G,Q73H,Q74_NO,Q74A,Q74B,Q74C,Q75A,Q75B,Q75C,Q75D,Q75E,Q75F,Q75G,Q75H,Q75_1A,Q75_1B,Q75_1C,Q76A,Q76B,Q76C,Q76D,Q76E,Q76F,Q76_1A,Q76_1B,Q76_1C,Q76_1D,Q76_1E,Q76_1F,Q76_1G,Q76_1H,Q77,Q78_M,Q78_Y,Q79,Q80,Q80A,Q81,Q83,Q84,Q85,Q86,Q87,Q87A,Q87B,Q88A,Q88B,Q88C,Q88D,Q88E,Q88F,Q89,Q90,Q91,Q91A,Q92,Q92_NONE,Q92A,Q93,Q93_NONE,Q94,Q95,BAYLOR_2014_LANGUAGE,AGE,AGE_VALID,STRATUM_KEY,STATE,PROJWT,WEIGHT,Q2,RELTRAD,I_GENDER,I_EDUC,I_MARITAL,I_RELIGION,I_ATTEND
128170902,33370,01_000011_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139835338,4139835338,11,11,1,en-US,36,1,3,3,3,2,2,3,5,2,1,1,1,2,2,1,1,1,1,1,1,1,4,4,1,1,0,1,2,1,1,1,4,3,4,4,4,3,4,4,4,2,3,4,4,2,4,4,4,4,1,4,4,4,3,3,4,4,4,1,3,4,3,1,4,4,4,2,4,3,1,1,1,2,2,2,2,2,2,2,3,1,4,3,2,3,4,4,3,4,3,4,4,3,4,2,4,2,1,2,1,1,3,3,8,1,2,2,3,1,2,1,4,2,2,2,2,1,0,,1,,1,1,,,,2,,,,4,4,4,4,0,0,8,4,0,10,,1,1,1,3,1,1,3,1,4,1,2,3,4,4,4,3,5,5,5,5,5,1,1,1,4,3,3,0,0,0,2,0,0,0,2,3,3,3,3,3,2,2,1,1,1,1,2,2,1,1,,,,,,,,,,,,5,5,1,5,5,5,1,2,5,1,1,1,2,2,2,1,2,2,12,1981,1,4,2,3,40,5,1,1,2,2,8,2,2,1,2,2,2,1,7,,2,,1,,,1,3,3,1,33,1,42,OK,40523.0330645529,0.544700395730166,,2,2,6,1,2,3
128170903,33370,01_000012_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139836032,4139836032,12,12,1,en-US,29,,2,3,3,5,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,4,2,1,1,1,1,1,1,2,2,3,3,3,3,3,2,5,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,4,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,1,2,3,2,1,3,3,3,4,1,3,1,4,2,3,3,1,1,1,3,1,1,3,2,1,1,3,2,4,2,2,2,2,0,3,24,,,,2,,4,1,1,2,3,4,3,3,2,3,1,1,2,1,4,29,29,4,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,2,2,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,1,1,5,1,4,4,3,3,3,2,1,1,2,1,1,1,2,2,12,1947,1,1,2,4,3,,,1,2,2,8,1,,,,,,,7,3,2,2,,28,,1,3,6,1,67,1,43,NY,32250.6027409696,0.433504472568934,Conservative Judism,5,2,6,2,5,3
128170904,33370,01_000013_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139831315,4139831315,13,13,1,en-US,,,4,4,7,3,2,3,5,8,3,3,1,1,4,3,1,1,1,1,1,1,8,8,8,2,1,1,1,2,1,4,3,4,3,4,3,4,4,2,4,4,4,4,4,2,2,4,4,4,1,4,4,4,3,2,3,3,4,2,4,4,2,1,4,2,1,4,3,4,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,3,4,4,3,3,3,3,2,3,4,3,4,1,1,1,1,1,1,2,1,1,8,1,2,2,2,1,4,2,2,2,2,0,0,21,,,1,2,2,4,3,1,1,3,4,2,3,3,2,2,2,,4,2,25,25,2,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,3,3,2,3,2,3,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,5,5,2,3,3,3,2,2,2,,,,,,,,1,2,1,1941,1,1,2,6,,,,2,2,1,1,,,,,,,1,4,3,1,4,,16,0,1,3,3,1,73,1,31,NY,17054.9126606825,0.229247836918291,Conservative Baptist,1,2,3,2,1,6
128170905,33370,01_000014_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139835265,4139835265,14,14,1,en-US,16,,4,4,7,2,4,3,4,6,1,2,1,1,1,1,1,2,1,1,1,1,0,2,1,0,0,0,4,2,1,7,4,3,3,4,3,3,4,3,4,3,4,2,4,2,4,3,4,3,2,4,3,3,3,2,3,2,3,2,3,4,3,2,4,3,2,1,3,2,1,1,1,1,2,2,2,1,2,1,2,1,4,4,1,3,4,4,2,3,4,4,4,2,2,2,3,2,3,3,8,3,2,3,3,1,3,1,2,2,4,2,3,2,2,2,2,0,0,24,,,1,2,1,4,3,1,2,3,3,3,3,3,3,8,8,8,8,8,16,16,3,2,3,2,2,1,4,1,1,1,4,3,3,3,3,3,4,4,3,4,3,2,2,1,2,2,4,2,2,0,4,2,2,1,3,3,2,3,3,2,1,2,2,1,1,2,1,2,1,,,3,,1,3,3,3,3,3,3,2,2,4,2,3,4,3,3,4,3,2,1,2,1,2,2,1,2,1,10,1952,1,1,2,4,45,1,1,1,2,1,1,1,2,2,2,2,2,1,6,,1,3,,28,,1,3,6,1,62,1,42,NE,53489.2529946302,0.718989055608773,Roman Catholic,4,1,5,2,4,6
128170906,33370,01_000015_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139835454,4139835454,15,15,1,en-US,31,,1,1,0,,,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,0,1,1,3,4,6,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,4,1,1,1,4,1,2,4,4,4,4,3,2,3,3,1,1,1,2,2,2,2,2,2,1,4,2,3,2,2,2,3,,2,4,4,3,3,2,2,2,3,2,2,2,2,2,2,3,1,2,3,1,2,1,3,2,3,2,2,2,2,0,0,20,,46,,5,,,,1,,,3,2,4,2,2,6,6,6,6,6,37,16,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,3,1,3,3,3,3,2,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,2,4,4,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1947,1,2,1,6,,,,2,2,2,8,1,2,2,2,2,2,1,6,3,2,2,,25,,1,3,4,1,67,1,42,CO,42099.3091286489,0.565888301248623,ELCA,2,1,5,3,2,1
128170907,33370,01_000016_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139833664,4139833664,16,16,1,en-US,16,,3,3,6,5,6,8,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,8,8,4,8,2,3,4,2,2,3,3,3,4,1,3,2,4,2,4,2,1,2,2,2,2,2,3,2,3,2,4,3,3,3,3,3,1,1,4,3,3,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,3,2,3,4,3,2,3,3,2,4,3,3,3,2,2,2,2,1,1,2,3,2,1,3,1,1,1,3,2,4,2,2,2,2,0,0,21,,,1,6,,,,1,3,3,3,2,1,3,3,0,0,6,6,6,33,16,3,3,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,3,2,3,3,3,3,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,2,2,4,2,2,3,3,3,1,1,1,2,2,2,1,2,2,2,11,1943,1,2,1,6,,,,2,2,2,8,1,2,2,2,2,2,1,7,3,2,4,,21,,1,3,5,1,71,1,41,MO,17054.9126606825,0.229247836918291,,4,2,6,4,4,5
128170908,33370,01_000017_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139834244,4139834244,17,17,1,en-US,16,,4,4,8,5,5,3,3,1,3,1,4,1,2,2,1,1,1,2,4,1,2,2,1,1,1,1,3,3,1,4,4,,,,,,4,,,,,,,,4,4,4,4,4,2,4,4,,,,,4,,,4,1,1,4,3,1,2,3,2,2,1,2,2,2,2,2,2,2,1,4,6,3,2,2,3,3,2,2,3,3,1,4,3,4,4,3,2,3,2,1,1,1,3,2,1,3,2,2,1,3,1,3,2,2,2,2,0,0,22,,,1,2,2,4,4,1,2,3,3,2,2,2,2,8,4,8,8,8,16,31,3,3,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,2,3,3,3,3,3,2,1,1,1,1,1,2,2,1,,2,3,,3,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,1,1,2,2,1,1,1,2,1,6,1951,1,3,1,6,,,,2,2,1,1,1,,,,,,1,4,3,2,4,,24,,1,3,5,1,63,1,42,PA,88684.3244896556,1.19207233495148,Roman Catholic,4,1,3,2,4,6
128170909,33370,01_000018_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139837313,4139837313,18,18,1,en-US,31,,4,4,6,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,2,8,8,8,8,2,2,2,7,4,,,,,,4,4,4,4,4,4,4,4,4,1,4,2,2,2,4,2,4,2,3,3,2,1,2,4,3,3,3,3,3,2,4,1,1,1,1,1,2,2,2,2,2,1,4,2,3,2,2,3,3,3,4,3,3,3,3,2,3,2,3,1,1,1,1,2,2,1,2,1,1,2,3,1,4,2,4,2,2,2,2,1,0,21,,,1,2,1,4,4,1,3,4,4,2,3,2,2,6,6,6,6,6,,,,,,,,,,,,,,,,,,,3,4,4,4,4,1,1,1,1,1,4,1,0,0,4,8,0,0,2,3,2,2,2,3,2,1,1,1,1,1,2,1,2,,3,3,,3,5,3,2,2,2,2,2,1,1,5,5,3,3,3,3,3,1,2,1,2,1,1,2,2,2,3,1949,1,1,2,4,40,1,1,2,2,2,8,1,,,,,,1,3,,2,3,,24,0,1,3,5,1,65,1,43,NE,78500.0691762005,1.05517814219402,Missouri Synod Lutheran,1,2,2,2,1,5
128170910,33370,01_000019_00000001,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139837600,4139837600,19,19,1,en-US,1,,3,3,7,4,2,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,4,1,8,3,1,2,3,4,1,4,4,3,1,4,1,4,1,4,1,1,1,1,1,3,1,4,1,3,3,3,3,3,1,4,2,4,4,4,2,4,2,1,1,2,1,2,2,2,2,2,1,3,2,4,2,2,4,4,4,3,4,4,3,3,3,2,3,4,2,3,3,1,1,2,3,1,1,2,1,2,1,4,2,4,2,2,2,2,1,0,20,,47,,2,2,4,4,1,3,4,4,3,3,2,3,8,8,7,6,3,33,,3,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,2,1,1,1,2,2,2,1,1,,,,,,,,,,,,4,4,2,3,2,2,3,3,2,1,1,2,2,1,1,1,2,1,11,1940,1,2,2,6,0,,,2,2,2,8,1,,,,,,1,6,3,2,2,,21,,1,3,6,1,74,1,43,CO,29497.3734043569,0.396496257838318,Centers for Spiritual Living,6,1,5,2,5,6
128170911,33370,01_000026_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139835236,4139835236,26,26,2,en-US,12,,4,4,8,5,2,3,5,8,2,4,4,2,4,2,1,1,1,1,1,1,3,1,1,1,0,1,2,1,1,3,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,,4,4,4,,,,4,,,,4,2,1,4,2,1,2,4,3,1,1,1,2,1,2,2,2,2,1,2,4,3,2,2,3,3,3,2,3,4,1,3,3,3,3,4,2,1,3,1,1,1,3,,3,8,1,2,2,3,1,3,2,2,2,2,0,0,20,,39,,2,1,4,4,1,4,4,4,2,2,3,2,9,9,9,9,9,45,12,2,2,1,4,1,1,1,1,1,1,2,3,2,3,3,3,5,5,5,5,5,2,2,2,2,2,5,,,,2,,,,3,3,3,3,3,3,2,1,1,2,1,1,2,2,1,,,3,,5,5,5,5,5,5,4,5,1,1,5,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,1947,1,3,1,2,36,1,1,1,2,1,1,1,,,,,,,4,,1,2,,20,,1,3,4,1,67,1,42,MO,41408.8898911017,0.556607859892899,Southern Baptist,1,2,3,2,1,6
128170912,33370,01_000027_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139834171,4139834171,27,27,2,en-US,37,1,2,3,1,1,1,8,4,0,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,0,0,0,2,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,,3,3,3,2,3,3,3,3,3,1,4,3,4,3,2,3,3,3,4,1,2,2,2,2,2,2,2,1,4,3,3,2,8,3,4,,2,3,3,2,4,3,4,3,4,2,2,1,1,2,1,3,2,1,1,1,2,1,3,1,3,2,2,2,2,0,0,21,,40,,2,2,4,3,1,3,3,3,4,3,4,3,3,3,6,6,6,37,,2,3,2,3,2,2,1,1,2,1,,,2,,2,,2,1,1,1,1,1,1,2,1,1,5,0,0,0,5,,,,2,2,2,3,3,3,2,1,2,2,1,2,2,2,2,1,,,,4,4,3,3,3,3,3,2,1,1,5,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,,,1,3,1,,,,,2,2,2,,1,,,,,,,3,3,2,3,,21,,1,3,4,1,0,,42,NY,198552.485182289,2.66889245629062,,2,2,2,2,2,2
128170913,33370,01_000028_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139836069,4139836069,28,28,2,en-US,46,,1,2,1,5,8,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,3,4,6,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,3,2,3,2,3,4,4,4,4,4,2,3,2,4,1,1,2,2,2,2,2,2,1,4,4,3,3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,0,5,,1,,1,1,,,,2,,,,2,3,2,2,0,0,7,7,7,16,,3,3,3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,4,1,1,0,4,1,1,1,2,1,3,2,2,2,2,2,1,1,1,2,2,2,2,1,,,,,,,,,,,,2,2,4,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,4,1975,1,3,2,1,50,2,2,2,2,1,2,1,2,2,2,2,2,1,6,,2,,1,,,,3,3,1,39,1,43,NY,87865.1889374013,1.18106172133925,,4,1,5,1,4,2
128170914,33370,01_000029_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139833994,4139833994,29,29,2,en-US,16,,3,4,7,5,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,0,0,0,4,2,1,2,4,2,2,4,3,3,4,3,4,1,4,1,4,1,4,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,1,1,4,4,3,2,4,1,1,1,2,2,2,2,2,2,2,2,2,6,3,1,8,3,4,3,1,3,3,3,3,2,3,3,3,2,1,1,1,1,1,2,1,1,1,1,2,1,3,2,3,2,2,2,2,0,0,26,,,,6,,,,1,3,3,3,2,2,2,2,0,0,8,8,8,16,16,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,1,1,4,2,2,2,4,4,1,0,0,4,0,1,0,3,2,3,3,3,3,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,3,3,4,4,3,3,5,4,1,1,1,1,1,1,1,1,2,10,1970,1,2,2,2,40,5,2,2,2,2,8,1,,,,,,,6,,2,2,,34,2,,3,5,1,44,1,42,MA,101174.226059944,1.35995844350435,Roman Catholic,4,2,5,4,4,6
128170915,33370,01_000030_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139832138,4139832138,30,30,2,en-US,46,,1,2,0,,,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,2,1,2,2,3,4,,2,1,2,2,2,2,2,3,2,4,2,4,1,4,5,3,3,3,3,3,3,3,3,1,3,4,3,1,3,1,4,3,4,4,4,1,4,1,2,1,1,2,2,2,2,1,2,1,3,4,2,1,8,3,3,2,1,2,1,1,2,3,4,2,4,2,8,1,1,1,3,8,8,1,8,1,2,1,2,2,4,2,2,2,2,1,0,,1,,1,1,,,,2,,,,2,4,3,2,0,0,1,1,1,46,9998,4,4,1,4,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,4,4,0,3,1,3,2,1,3,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,4,3,3,3,2,2,2,2,1,1,1,1,2,1,1,1,1,2,10,1986,1,1,2,3,45,3,2,2,2,1,1,2,1,2,2,2,2,,7,6,2,,1,,,,1,3,1,28,1,33,NJ,133982.268841839,1.80095588458836,,7,2,6,1,6,1
128170916,33370,01_000031_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139834989,4139834989,31,31,2,en-US,18,,4,4,7,2,2,3,4,7,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,0,0,3,2,1,5,3,3,3,3,3,3,4,1,4,1,4,1,4,1,2,4,4,4,1,4,4,4,4,2,3,3,3,2,3,4,1,1,2,2,1,3,4,3,1,1,1,2,2,2,2,2,2,1,3,3,3,2,8,3,3,3,2,3,3,2,2,3,3,4,3,2,3,3,1,2,1,3,3,1,8,1,2,1,3,2,4,2,2,2,2,0,0,19,,,1,2,2,4,4,1,3,3,3,3,3,2,3,8,8,8,8,8,18,18,2,2,2,2,1,1,1,1,1,1,2,3,2,2,2,3,5,4,3,5,5,2,2,2,2,2,4,1,1,0,4,1,1,8,2,3,2,3,2,2,2,1,1,2,1,1,1,2,1,,3,3,,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,11,1940,1,4,2,1,22,2,1,1,2,2,8,1,,,,,,,2,,2,3,,20,,1,3,4,1,74,1,42,MI,95016.1781403043,1.27718351564025,Christian Reformed,1,1,1,2,1,6
128170917,33370,01_000032_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139833120,4139833120,32,32,2,en-US,29,,3,3,3,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,2,3,5,4,3,2,3,2,3,2,2,3,2,3,1,4,2,3,1,2,2,2,1,2,1,3,2,4,3,3,2,1,1,4,4,4,4,4,1,4,2,2,1,1,1,1,2,2,2,2,1,7,7,4,3,2,4,4,4,3,2,3,2,1,3,4,,1,1,1,1,1,1,3,1,1,3,1,1,3,1,4,1,3,2,2,2,2,0,0,30,,,,2,1,3,3,1,2,2,3,3,3,2,4,4,4,6,6,6,29,29,4,3,3,2,2,1,1,1,1,1,4,4,1,1,1,4,2,3,1,1,2,4,1,2,2,2,4,1,1,1,2,1,1,4,3,1,3,2,2,3,2,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,3,3,4,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,9,1951,1,2,2,3,60,3,1,1,2,2,8,1,,,,,,,7,,2,2,,32,0,1,3,7,1,63,1,41,NY,26544.4028195717,0.356803171598951,Conservative,5,1,6,2,5,3
128170918,33370,01_000033_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139834829,4139834829,33,33,2,en-US,16,,4,4,2,,,3,5,0,1,1,1,1,2,2,1,1,1,1,4,1,8,8,8,1,1,1,2,2,1,,,,,,4,,4,2,4,2,4,3,4,2,4,4,4,4,4,3,4,2,4,1,4,2,3,1,2,4,1,1,4,4,3,2,4,2,1,1,2,2,2,2,2,2,2,1,3,3,4,4,8,3,3,3,3,3,4,3,2,2,2,3,3,2,8,8,8,8,8,8,8,1,8,2,1,1,3,2,3,2,2,2,2,0,0,24,,,1,2,2,4,5,1,2,3,4,1,2,4,1,0,0,9,9,2,16,16,4,1,1,4,2,2,8,8,8,8,1,1,1,4,1,1,1,1,1,4,3,1,1,1,1,3,,,,,4,2,2,2,3,2,3,3,2,3,1,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,1,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,9,1943,1,1,2,,,,,2,2,2,8,1,,,,,,1,2,,1,2,,27,,1,3,4,1,71,1,42,OH,76658.2637129286,1.03042105742438,Roman - Catholic,4,2,1,2,4,3
128170919,33370,01_000034_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139829866,4139829866,34,34,2,en-US,16,1,2,3,0,,,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,2,3,2,,3,2,3,3,2,3,4,4,4,3,4,3,4,3,4,4,4,4,4,2,4,4,3,1,3,3,3,1,3,1,4,4,4,4,4,2,4,1,2,2,1,2,2,2,2,2,2,1,4,3,3,2,8,3,2,3,1,4,3,1,2,3,4,3,4,1,2,1,2,1,2,1,8,8,1,1,2,2,3,1,2,2,1,2,2,0,0,,1,,1,1,,,,2,,,,3,2,2,2,0,0,8,6,7,16,,4,4,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0,2,1,3,3,2,3,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,2,2,4,5,5,5,3,5,5,1,1,1,2,1,1,2,2,2,12,1985,1,3,2,6,,,,2,2,2,8,1,2,2,2,2,2,1,5,5,2,,1,,,,3,4,1,29,1,21,NJ,24321.6608765311,0.326925634691691,,4,2,4,1,4,1
128170920,33370,01_000035_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139834835,4139834835,35,35,2,en-US,46,,3,3,0,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,0,0,2,1,2,,4,,,,,,4,4,4,4,,3,4,3,4,3,2,2,,3,3,3,4,4,3,2,3,2,3,3,4,4,4,2,4,4,4,4,3,1,1,2,2,2,2,2,2,1,4,4,2,2,8,3,4,2,3,1,2,1,4,4,4,4,4,2,1,1,1,1,1,3,1,1,8,1,1,1,4,1,4,2,2,2,2,0,0,21,,,1,2,1,4,3,1,3,3,4,2,2,4,4,2,2,7,1,1,10,9998,,,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,,4,4,4,5,5,5,5,5,5,5,5,5,4,1,4,4,4,2,2,1,2,1,1,2,1,2,1,2,2,12,1958,1,4,2,6,,,,2,2,2,8,1,,,,,,1,5,1,1,3,,24,0,1,3,7,1,56,1,42,OH,68802.7421554198,0.924829116805676,,7,2,4,2,6,1
128170921,33370,01_000036_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139832322,4139832322,36,36,2,en-US,45,1,3,4,3,1,1,3,5,7,2,2,1,1,3,3,1,2,1,1,1,1,0,3,1,3,0,0,0,2,1,2,4,,,,,,4,,,,,,,,1,4,4,4,2,3,4,4,,,,,4,,,4,3,1,4,4,2,,4,,2,1,2,2,2,2,2,2,1,1,4,4,4,3,2,2,3,3,4,3,3,3,1,3,4,2,2,2,1,1,2,1,3,1,1,1,1,2,2,1,3,2,3,2,2,2,2,0,1,23,,39,,2,2,3,3,1,,4,,4,4,4,3,1,1,9,8,9,12,,3,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,1,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,1,1,5,4,3,3,3,3,3,1,1,1,1,1,1,1,2,1,10,1944,1,1,1,6,,,,1,2,1,1,,1,,,,,,5,3,2,,,2,,1,3,2,1,70,1,33,MD,32497.3264286956,0.436820870187204,,3,1,4,2,3,3
128170922,33370,01_000037_00000002,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/24/2014,en-US,162048140,4139832179,4139832179,37,37,2,en-US,46,,1,1,1,1,2,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1,4,5,1,3,2,1,1,1,3,,,,,,,,,3,2,2,2,2,2,2,2,2,4,4,3,2,4,3,1,4,4,4,4,3,2,4,2,1,1,1,2,2,2,1,2,2,1,4,3,4,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,1,3,2,1,2,3,1,3,3,2,2,2,2,2,4,2,2,2,2,3,0,,1,,1,1,,,,2,,,,2,2,3,2,4,2,1,1,1,46,16,4,4,3,2,1,1,2,1,2,1,4,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,5,1,0,2,1,3,3,3,3,2,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,2,2,4,1,3,3,1,1,1,2,1,2,1,2,2,1,2,1,6,1986,1,1,2,3,35,5,2,2,2,2,8,1,2,2,2,2,2,,7,,2,,1,,,,3,5,1,28,1,33,NY,103509.055133845,1.3913426273706,,7,1,6,1,6,2
